,dataset,prevalencia_real,erro_moss,erro_dys,n_amostras,var_scores,entropy,gap_dys
1275,ArabicDigit.csv,0.15,0.0125553333333332,0.0359999999999999,100,0.1007862044444444,2.0072933248978564,-0.0234446666666667
1276,ArabicDigit.csv,0.2,0.0018846666666679,0.052,100,0.1312770433333333,1.716333072250378,-0.050115333333332096
1277,ArabicDigit.csv,0.25,0.0109653333333334,0.0499999999999999,100,0.1425449733333333,1.999517692302456,-0.039034666666666495
1278,ArabicDigit.csv,0.3,0.0112493333333325,0.0449999999999999,100,0.1662056666666666,1.8828243943367533,-0.0337506666666674
1279,ArabicDigit.csv,0.35,8.666666666629075e-05,0.0539999999999999,100,0.17096675,2.0417407058731243,-0.05391333333333361
1280,ArabicDigit.csv,0.4,0.0060519999999981,0.064,100,0.1773991733333333,2.1067556559713267,-0.0579480000000019
1281,ArabicDigit.csv,0.44,0.0012160000000008,0.075,100,0.1846959288888889,2.030321078947988,-0.0737839999999992
1282,ArabicDigit.csv,0.49,0.009717666666668,0.0479999999999999,100,0.1920354166666666,1.9440437271076905,-0.0382823333333319
1283,ArabicDigit.csv,0.54,0.0230510000000011,0.055,100,0.1737597377777777,2.252939377005783,-0.0319489999999989
1284,ArabicDigit.csv,0.6,0.0078160000000007,0.0599999999999999,100,0.1816591233333333,2.090231405569682,-0.0521839999999992
1285,ArabicDigit.csv,0.65,0.0116273333333331,0.025,100,0.1607122344444444,2.1694951944611702,-0.0133726666666669
1286,ArabicDigit.csv,0.7,0.0115843333333304,0.0529999999999999,100,0.1539033733333333,2.057573724946556,-0.0414156666666695
1287,ArabicDigit.csv,0.75,0.0030906666666667,0.028,100,0.1377826488888889,2.1194376384014704,-0.0249093333333333
1288,ArabicDigit.csv,0.8,0.0120083333333307,0.011,100,0.12050659,1.8562754377446664,0.0010083333333307
1289,ArabicDigit.csv,0.85,0.0116359999999965,0.001,100,0.1009434399999999,1.9488095429476184,0.010635999999996499
1290,ArabicDigit.csv,0.9,0.032184333333336,0.001,100,0.0764583288888889,1.8944616458420624,0.031184333333336
1291,ArabicDigit.csv,0.95,0.0103000000000034,0.0060000000000001,100,0.0495596655555555,1.684666401803395,0.0043000000000033
1292,BNG.csv,0.05,0.0149,0.032,100,0.0329902222222222,0.5414785390969689,-0.0171
